DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
11X249,Bronx Health Sciences High School,High School,322,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.79,0.65,0.88,0.83,0.86,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Well Developed,Proficient,42795,2.772,2.454,0.065,0.118,0.047,0.621,0.078,0.112,0.447,0.093,0.45,0.366,0.028,13,0.789,0.928,0.187,0.975
11X253,Bronx High School for Writing and Communication Ar,High School,317,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.83,0.84,0.74,0.89,0.86,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42705,2.544,2.069,0.12,0.259,0.006,0.712,0.139,0.158,0.498,0.038,0.457,0.461,0.025,5.9,0.783,0.813,0.514,0.959
11X265,Bronx Lab School,High School,415,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.74,0.83,0.58,0.82,0.81,0.84,Proficient,Developing,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,42705,2.408,2.064,0.123,0.272,0.053,0.77,0.137,0.13,0.588,0.027,0.429,0.501,0.027,3.9,0.765,0.808,0.553,0.97
11X270,Academy for Scholarship and Entrepreneurship: A Co,High School,370,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.73,0.89,0.59,0.94,0.83,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42117,2.425,2.069,0.07,0.222,0.019,0.685,0.108,0.116,0.524,0.035,0.616,0.297,0.022,12,0.833,0.809,0.567,0.916
11X275,High School of Computers and Technology,High School,525,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.77,0.79,0.69,0.8,0.83,0.88,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42132,2.613,2.382,0.067,0.259,0,0.733,0.069,0.133,0.564,0.063,0.349,0.55,0.019,13,0.867,0.872,0.259,0.968
11X288,Collegiate Institute for Math and Science,High School,637,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.74,0.8,0.66,0.81,0.79,0.81,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42856,3.127,2.859,0.031,0.177,0.031,0.616,0.066,0.08,0.422,0.118,0.334,0.421,0.104,3,0.703,0.898,0.316,0.97
11X290,Bronx Academy of Health Careers,High School,427,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.68,0.83,0.61,0.9,0.87,0.88,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,42123,2.486,2.148,0.112,0.227,0.012,0.784,0.138,0.171,0.609,0.047,0.37,0.536,0.021,4.9,0.778,0.877,0.357,0.976
11X299,Astor Collegiate Academy,High School,500,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.71,0.67,0.57,0.72,0.84,0.8,Proficient,Developing,Developing,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,42856,2.687,2.376,0.056,0.242,0.012,0.625,0.094,0.108,0.448,0.058,0.32,0.468,0.122,6.6,0.893,0.858,0.409,0.951
11X418,Bronx High School for the Visual Arts,High School,471,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.69,0.59,0.59,0.69,0.86,0.73,Proficient,Developing,Proficient,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,42675,2.589,2.162,0.042,0.301,0.038,0.687,0.081,0.11,0.499,0.028,0.293,0.573,0.102,2,0.909,0.842,0.454,0.952
11X455,Harry S Truman High School,High School,2023,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.82,0.86,0.72,0.91,0.8,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Developing,42856,2.515,2.151,0.07,0.253,0.107,0.648,0.087,0.134,0.484,0.026,0.505,0.427,0.03,3.8,0.78,0.903,0.233,0.961
11X508,Bronxdale High School,High School,445,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.88,0.98,0.78,0.98,0.87,0.95,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42472,2.642,2.299,0.076,0.216,0.002,0.711,0.076,0.126,0.521,0.036,0.297,0.582,0.072,5.1,0.656,0.842,0.458,0.97
11X509,High School of Language and Innovation,High School,359,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.85,0.75,0.88,0.87,0.9,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,42856,2.046,2.009,0.822,0.039,0.003,0.938,0.231,0.253,0.37,0.175,0.092,0.557,0.153,6,0.581,0.872,0.364,0.972
11X513,New World High School,High School,400,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.86,0.85,0.77,0.88,0.8,0.9,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42019,2.053,2.024,0.665,0.055,0.005,0.889,0.175,0.238,0.463,0.115,0.135,0.625,0.09,12,0.87,0.926,0.24,0.962
11X514,The Bronxwood Preparatory Academy,High School,402,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.79,0.89,0.68,0.88,0.83,0.87,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42130,2.493,2.053,0.07,0.204,0.022,0.619,0.169,0.132,0.405,0.04,0.672,0.259,0.015,12,0.538,0.906,0.244,0.956
11X542,Pelham Preparatory Academy,High School,493,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.81,0.88,0.71,0.84,0.83,0.84,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,42060,2.839,2.498,0.039,0.209,0.014,0.615,0.073,0.099,0.44,0.059,0.298,0.517,0.097,0.9,0.862,0.904,0.296,0.97
11X544,High School for Contemporary Arts,High School,476,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.8,0.89,0.59,0.94,0.83,0.89,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,42795,2.528,2.086,0.105,0.282,0.086,0.758,0.162,0.162,0.557,0.017,0.342,0.616,0.011,1.6,1,0.856,0.383,0.963
11X545,Bronx Aerospace High School,High School,360,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.67,0.7,0.6,0.73,0.89,0.8,Proficient,Developing,Developing,Developing,Proficient,,,,,,41984,2.384,2.103,0.164,0.289,0.003,0.726,0.169,0.189,0.506,0.042,0.347,0.561,0.031,3,0.88,0.822,0.464,0.967
12X242,Mott Hall V,High School,365,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.77,0.71,0.76,0.78,0.83,0.85,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,41976,2.729,2.441,0.085,0.227,0.06,0.779,0.036,0.063,0.584,0.036,0.164,0.775,0.008,12,0.709,0.878,0.41,0.956
12X248,"Metropolitan High School, The",High School,436,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,0.73,0.66,0.61,0.69,0.82,0.75,Developing,Developing,Developing,Proficient,Developing,,,,,,42095,2.303,2.028,0.227,0.303,0.046,0.837,0.197,0.193,0.626,0.014,0.255,0.709,0.007,1,0.541,0.758,0.69,0.967
12X251,Explorations Academy,High School,344,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.72,0.63,0.69,0.67,0.83,0.81,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,41989,2.337,2.096,0.209,0.262,0.003,0.829,0.142,0.183,0.637,0.015,0.256,0.715,0.012,9.9,0.536,0.808,0.549,0.963
12X267,Bronx Latin,High School,328,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.81,0.79,0.78,0.86,0.92,0.89,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,41976,2.666,2.413,0.119,0.238,0,0.816,0.037,0.125,0.655,0.015,0.186,0.796,0.003,4.8,0.587,0.899,0.336,0.963
12X271,East Bronx Academy for the Future,High School,409,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.86,0.72,0.93,0.87,0.9,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42795,2.442,2.065,0.11,0.328,0.073,0.861,0.115,0.181,0.685,0.01,0.259,0.716,0.005,13,0.754,0.794,0.596,0.946
12X372,Urban Assembly School for Wildlife Conservation,High School,368,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.55,0.51,0.59,0.61,0.75,0.7,Proficient,Developing,Developing,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,42795,2.563,2.246,0.111,0.255,0.041,0.824,0.084,0.16,0.625,0.011,0.239,0.72,0.014,1.6,0.511,0.79,0.626,0.955
12X388,Pan American International High School at Monroe,High School,456,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.96,0.98,0.96,0.99,0.93,0.97,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42508,1.799,1.771,0.908,0.026,0.002,0.958,0.25,0.3,0.325,0,0,1,0,9,0.529,0.877,0.368,0.985
12X478,The Cinema School,High School,310,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.75,0.66,0.64,0.69,0.83,0.84,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42856,2.985,2.675,0.074,0.161,0.023,0.752,0.026,0.09,0.594,0.023,0.21,0.716,0.026,4,0.667,0.887,0.434,0.966
12X479,Bronx Career and College Preparatory High School,High School,296,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.79,0.84,0.69,0.9,0.85,0.91,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,42856,2.399,2.056,0.182,0.287,0.003,0.857,0.22,0.267,0.659,0.01,0.402,0.554,0.017,1.9,0.64,0.762,0.551,0.966
12X511,Bronx Envision Academy,High School,401,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.82,0.88,0.69,0.91,0.81,0.9,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,42411,2.491,2.147,0.122,0.234,0.017,0.818,0.167,0.195,0.608,0.022,0.334,0.601,0.02,6,0.636,0.812,0.498,0.962
12X521,The Metropolitan Soundview High School,High School,423,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.77,0.85,0.67,0.9,0.81,0.88,Proficient,Developing,Proficient,Well Developed,Proficient,,,,,,42313,2.36,2.111,0.139,0.236,0.028,0.818,0.154,0.161,0.652,0.033,0.258,0.676,0.019,1.8,0.788,0.791,0.557,0.969
12X550,High School of World Cultures,High School,440,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.71,0.71,0.69,0.75,0.83,0.84,Developing,Developing,Proficient,Developing,Developing,Developing,Developing,Developing,Developing,Developing,42795,1.987,1.877,0.875,0.016,0,0.953,0.4,0.27,0.318,0.102,0.068,0.782,0.03,13.8,0.438,0.796,0.505,0.966
12X682,Fannie Lou Hamer Freedom High School,High School,483,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.84,0.87,0.78,0.9,0.93,0.92,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,42705,2.356,2.032,0.116,0.284,0.099,0.823,0.157,0.176,0.644,0.004,0.284,0.696,0.002,2.8,0.824,0.799,0.622,0.972
12X684,Wings Academy,High School,489,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.69,0.78,0.59,0.83,0.78,0.83,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,42826,2.372,2.058,0.051,0.249,0.004,0.825,0.133,0.157,0.683,0.008,0.589,0.374,0.008,3.6,0.879,0.807,0.547,0.958
12X692,Monroe Academy for Visual Arts & Design,High School,352,,,,,,,,0.75,0.84,0.68,0.83,0.82,0.87,Proficient,Developing,Developing,Developing,Proficient,,,,,,42437,2.208,1.962,0.278,0.298,0.082,0.843,0.165,0.168,0.645,0.009,0.173,0.776,0.017,1.3,0.645,0.81,0.532,0.974
13K265,Dr. Susan S. McKinney Secondary School of the Arts,High School,294,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.77,0.84,0.72,0.87,0.89,0.9,Proficient,Developing,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,42826,2.624,2.142,0.027,0.194,0.014,0.751,0.048,0.133,0.561,0.014,0.684,0.259,0.007,2.8,0.943,0.763,0.718,0.953
13K350,Urban Assembly School for Music and Art,High School,268,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.79,0.86,0.66,0.88,0.84,0.87,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42705,2.566,2.122,0.019,0.243,0.004,0.731,0.104,0.153,0.549,0.007,0.78,0.187,0.015,12,0.467,0.813,0.507,0.972
13K412,"Brooklyn Community High School of Communication, A",High School,410,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.76,0.83,0.67,0.87,0.91,0.88,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,42129,2.579,2.13,0.039,0.241,0.022,0.756,0.102,0.115,0.61,0.012,0.741,0.215,0.005,11,0.786,0.821,0.499,0.977
13K419,"Science Skills Center High School for Science, Tec",High School,544,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.82,0.63,0.84,0.88,0.83,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42474,2.781,2.471,0.046,0.16,0.006,0.659,0.061,0.097,0.46,0.061,0.706,0.178,0.033,5.2,0.667,0.925,0.201,0.973
13K430,Brooklyn Technical High School,High School,5682,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,0.8,0.78,0.76,0.83,0.77,0.87,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42795,3.992,4.182,0,0.017,0.001,0.419,0.002,0.019,0.257,0.614,0.07,0.073,0.222,0.5,0.911,0.964,0.077,0.969
13K439,Brooklyn International High School,High School,361,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.9,0.98,0.88,0.98,0.87,0.96,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,41963,1.921,2.148,0.801,0.042,0.003,0.875,0.31,0.152,0.357,0.28,0.202,0.371,0.147,2.8,0.64,0.922,0.241,0.962
13K483,The Urban Assembly School for Law and Justice,High School,460,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.81,0.87,0.79,0.94,0.9,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42342,2.831,2.468,0.017,0.165,0,0.571,0.048,0.059,0.407,0.026,0.68,0.243,0.015,4,0.793,0.907,0.295,0.975
