DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,,,,,,,,
21K540,John Dewey High School,High School,2006,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.85,0.78,0.79,0.75,0.65,0.81,Proficient,Developing,Developing,Proficient,Proficient,42138,2.42,2.5,0.226,0.126,0.033,0.673,0.141,0.5,0.358,0.286,0.207,0.137,3.3,0.654,0.855,0.255,0.969,,,,,,,,
21K559,Life Academy High School for Film and Music,High School,271,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.97,0.98,0.89,0.97,0.94,0.97,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42108,2.37,2.2,0.022,0.232,0.015,0.675,0.07,0.542,0.074,0.517,0.266,0.137,3.8,0.667,0.884,0.376,0.97,,,,,,,,
21K572,Expeditionary Learning School for Community Leader,High School,271,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.95,0.97,0.9,0.96,0.74,0.97,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42045,2.39,2.36,0.173,0.166,0.004,0.635,0.1,0.472,0.155,0.173,0.421,0.232,3.9,0.727,0.877,0.435,0.979,,,,,,,,
21K620,William E. Grady Career and Technical Education Hi,High School,613,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.9,0.88,0.77,0.82,0.77,0.89,Developing,Developing,Developing,Developing,Developing,42069,2.22,2.13,0.055,0.289,0.129,0.666,0.08,0.524,0.054,0.687,0.181,0.064,1.7,0.929,0.823,0.403,0.961,,,,,,,,
21K690,Brooklyn Studio Secondary School,High School,901,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.85,0.75,0.82,0.69,0.67,0.78,Proficient,Developing,Developing,Proficient,Proficient,42011,2.56,2.42,0.1,0.189,0.029,0.608,0.037,0.465,0.162,0.051,0.25,0.533,4.6,0.869,0.896,0.317,0.962,,,,,,,,
22K405,Midwood High School,High School,3787,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.87,0.8,0.86,0.68,0.65,0.82,Proficient,Proficient,Proficient,Proficient,Proficient,"December 18-19, 2013",3.06,3.05,0.033,0.067,0.015,0.517,0.039,0.381,0.337,0.298,0.125,0.233,2,0.886,0.939,0.17,0.96,,,,,,,,
22K425,James Madison High School,High School,3088,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.9,0.93,0.77,0.88,0.7,0.89,Developing,Developing,Proficient,Well Developed,Proficient,"May 27-29, 2014",2.63,2.59,0.104,0.136,0.037,0.515,0.049,0.395,0.212,0.174,0.167,0.443,1.8,0.873,0.922,0.172,0.961,,,,,,,,
22K495,Sheepshead Bay High School,High School,562,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.81,0.78,0.81,0.71,0.69,0.82,Developing,Developing,Developing,Proficient,Proficient,41957,2.23,2.15,0.24,0.169,0.101,0.629,0.093,0.473,0.148,0.523,0.192,0.133,3.5,0.833,0.774,0.548,0.947,,,,,,,,
22K535,Leon M. Goldstein High School for the Sciences,High School,1081,Meeting Target,Exceeding Target,Exceeding Target,Not Meeting Target,N/A,N/A,Exceeding Target,0.87,0.81,0.85,0.67,0.65,0.83,Proficient,Proficient,Proficient,Well Developed,Well Developed,42108,3.31,3.31,0.006,0.129,0.001,0.362,0.023,0.238,0.187,0.102,0.106,0.591,2.8,0.873,0.961,0.088,0.967,,,,,,,,
22K555,Brooklyn College Academy,High School,605,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.88,0.92,0.88,0.88,0.74,0.93,Well Developed,Well Developed,Proficient,Well Developed,Proficient,"December 2-3, 2013",3.12,2.9,0.002,0.06,0.007,0.459,0.028,0.311,0.079,0.722,0.091,0.046,10,0.821,0.959,0.091,0.976,,,,,,,,
22K611,Origins High School,High School,213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.8,0.93,0.85,0.91,0.79,0.93,Proficient,Developing,Proficient,Proficient,Developing,42039,2.38,2.3,0.169,0.136,0.005,0.687,0.099,0.549,0.127,0.423,0.216,0.225,2,0.267,0.888,0.385,0.987,,,,,,,,
23K493,Brooklyn Collegiate: A College Board School,High School,353,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.89,0.87,0.8,0.79,0.76,0.85,Developing,Developing,Proficient,Proficient,Developing,42025,2.23,2.07,0.025,0.238,0.071,0.698,0.108,0.501,0.014,0.875,0.096,0.003,11,0.667,0.791,0.583,0.961,,,,,,,,
23K514,Frederick Douglass Academy VII High School,High School,319,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.83,0.81,0.8,0.85,0.71,0.87,Proficient,Proficient,Proficient,Well Developed,Proficient,42117,2.24,2.07,0.022,0.276,0.025,0.71,0.154,0.533,0,0.881,0.113,0.003,8.5,0.55,0.781,0.528,0.971,,,,,,,,
23K644,Eagle Academy for Young Men II,High School,576,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.87,0.87,0.85,0.86,0.82,0.93,Proficient,Proficient,Proficient,Well Developed,Proficient,41942,2.26,2.06,0.019,0.215,0.003,0.685,0.067,0.484,0,0.853,0.119,0.019,7,0.381,0.909,0.308,0.965,,,,,,,,
23K697,Teachers Preparatory High School,High School,390,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.84,0.82,0.76,0.76,0.73,0.81,Developing,Developing,Proficient,Proficient,Proficient,42047,2.28,2.11,0.031,0.226,0.113,0.712,0.088,0.535,0.003,0.83,0.157,0.006,4.8,0.889,0.815,0.439,0.963,,,,,,,,
24Q236,International High School for Health Sciences,High School,159,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.97,0.99,0.9,0.97,0.82,0.98,Developing,Developing,Developing,Proficient,Proficient,42128,2.09,2.3,0.868,0.006,0,0.619,0.346,0.195,0.214,0.057,0.635,0.088,2,0.545,0.927,0.246,0.986,,,,,,,,
24Q264,Academy of Finance and  Enterprise,High School,478,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.83,0.89,0.87,0.83,0.76,0.92,Proficient,Proficient,Well Developed,Well Developed,Well Developed,42082,2.7,2.72,0.046,0.109,0.004,0.509,0.025,0.377,0.22,0.071,0.519,0.153,3,0.84,0.928,0.207,0.974,,,,,,,,
24Q267,High School of Applied Communication,High School,421,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.93,0.92,0.83,0.88,0.75,0.93,Proficient,Proficient,Well Developed,Well Developed,Well Developed,42116,2.46,2.41,0.062,0.138,0.04,0.557,0.04,0.43,0.159,0.126,0.544,0.135,6.8,0.917,0.882,0.296,0.964,,,,,,,,
24Q293,Civic Leadership Academy,High School,479,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.85,0.9,0.9,0.81,0.73,0.89,Proficient,Developing,Developing,Well Developed,Proficient,"December 10-11, 2013",2.48,2.4,0.046,0.157,0.002,0.64,0.035,0.518,0.098,0.079,0.718,0.056,7,0.8,0.902,0.304,0.966,,,,,,,,
24Q296,Pan American International High School,High School,378,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,0.9,0.87,0.87,0.75,0.88,0.89,Developing,Developing,Developing,Proficient,Proficient,41949,1.8,1.94,0.786,0.037,0.005,0.589,0.161,0.294,0.003,0,0.997,0,2.9,0.28,0.897,0.286,0.965,,,,,,,,
24Q299,Bard High School Early College Queens,High School,623,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.94,0.88,0.92,0.91,0.74,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42116,3.7,3.79,0,0.011,0,0.307,0.011,0.17,0.342,0.114,0.17,0.345,6.9,0.667,0.974,0.034,0.981,,,,,,,,
24Q455,Newtown High School,High School,1921,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.9,0.93,0.85,0.88,0.7,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,42118,2.31,2.29,0.28,0.118,0.005,0.571,0.055,0.407,0.24,0.083,0.614,0.043,22.8,0.843,0.866,0.338,0.962,,,,,,,,
24Q485,Grover Cleveland High School,High School,1828,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.82,0.75,0.77,0.63,0.68,0.83,Proficient,Developing,Proficient,Proficient,Well Developed,42121,2.35,2.28,0.212,0.168,0.05,0.612,0.08,0.443,0.097,0.045,0.657,0.189,3.8,0.935,0.822,0.47,0.957,,,,,,,,
24Q520,Middle College High School at LaGuardia Community,High School,514,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,0.94,0.88,0.87,0.86,0.72,0.94,Proficient,Proficient,Proficient,Proficient,Developing,"December 9-10, 2013",2.36,2.38,0,0.154,0,0.592,0.023,0.459,0.084,0.047,0.796,0.07,7.8,1,0.928,0.211,0.931,,,,,,,,
24Q530,International High School at LaGuardia Community C,High School,509,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.96,0.98,0.94,0.96,0.88,0.98,Proficient,Well Developed,Proficient,Well Developed,Well Developed,42019,1.91,2.37,0.631,0.016,0,0.619,0.155,0.418,0.393,0.026,0.45,0.13,0.9,0.8,0.916,0.237,0.966,,,,,,,,
24Q550,High School for Arts and Business,High School,870,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.92,0.94,0.9,0.89,0.76,0.93,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42088,2.48,2.43,0.076,0.151,0,0.632,0.051,0.498,0.102,0.078,0.772,0.041,7.9,0.917,0.904,0.3,0.962,,,,,,,,
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",High School,610,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,0.91,0.9,0.87,0.86,0.68,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,42081,2.59,2.58,0.06,0.134,0,0.513,0.017,0.416,0.192,0.049,0.643,0.109,0.9,0.882,0.908,0.298,0.961,,,,,,,,
24Q585,Maspeth High School,High School,973,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Exceeding Target,0.78,0.86,0.84,0.82,0.7,0.85,Proficient,Proficient,Proficient,Well Developed,Proficient,"February 6,-February 7, 2014",2.91,2.81,0.02,0.115,0,0.41,0.014,0.284,0.175,0.02,0.446,0.358,4,0.167,0.924,0.247,0.981,,,,,,,,
24Q600,Queens Vocational and Technical High School,High School,1553,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.89,0.9,0.82,0.84,0.71,0.91,Proficient,Proficient,Proficient,Well Developed,Well Developed,42093,2.56,2.57,0.038,0.139,0.039,0.596,0.037,0.466,0.121,0.058,0.746,0.073,4.8,0.835,0.907,0.228,0.963,,,,,,,,
24Q610,Aviation Career & Technical Education High School,High School,2168,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.89,0.9,0.83,0.86,0.7,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42130,2.78,2.93,0.026,0.091,0.045,0.539,0.03,0.411,0.309,0.063,0.49,0.11,5.8,0.86,0.951,0.103,0.958,,,,,,,,
25Q240,Veritas Academy,High School,275,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.92,0.97,0.81,0.96,0.7,0.92,Well Developed,Proficient,Well Developed,Well Developed,Proficient,41992,2.55,2.5,0.135,0.185,0.08,0.493,0.04,0.371,0.2,0.138,0.524,0.127,2,0.8,0.907,0.265,0.971,,,,,,,,
25Q241,Queens High School for Language Studies,High School,205,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.93,0.95,0.94,0.98,0.74,0.96,Developing,Proficient,Developing,Proficient,Proficient,42018,2.55,2.68,0.376,0.049,0,0.575,0.098,0.429,0.61,0.102,0.239,0.024,2,0.462,0.938,0.199,0.969,,,,,,,,
25Q252,"Queens School of Inquiry, The",High School,557,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.81,0.87,0.85,0.82,0.73,0.89,Well Developed,Proficient,Developing,Well Developed,Developing,"April 8-9, 2014",3,2.82,0.013,0.114,0,0.443,0.01,0.287,0.362,0.195,0.218,0.192,4.9,0.86,0.942,0.175,0.957,,,,,,,,
25Q263,Flushing International High School,High School,437,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.93,0.98,0.9,0.98,0.75,0.96,Proficient,Proficient,Proficient,Well Developed,Proficient,42121,1.83,2.42,0.817,0.023,0.002,0.559,0.089,0.375,0.556,0.025,0.384,0.025,3.8,0.821,0.921,0.25,0.981,,,,,,,,
25Q281,East-West School of International Studies,High School,666,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.89,0.88,0.84,0.85,0.74,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42067,2.67,2.81,0.101,0.114,0.016,0.538,0.045,0.411,0.607,0.149,0.183,0.053,9,0.571,0.913,0.292,0.968,,,,,,,,
25Q285,World Journalism Preparatory: A College Board Scho,High School,610,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.92,0.92,0.83,0.85,0.76,0.91,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,41955,2.9,2.55,0.003,0.203,0.005,0.293,0.029,0.193,0.158,0.091,0.227,0.503,9,0.757,0.923,0.238,0.971,,,,,,,,
25Q425,John Bowne High School,High School,3667,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,0.87,0.89,0.78,0.81,0.66,0.86,Proficient,Proficient,Proficient,Well Developed,Well Developed,42114,2.41,2.39,0.202,0.13,0.055,0.573,0.052,0.433,0.294,0.184,0.46,0.045,8.8,0.836,0.824,0.416,0.96,,,,,,,,
25Q460,Flushing High School,High School,2186,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.81,0.8,0.75,0.57,0.61,0.76,Developing,Developing,Developing,Developing,Developing,42138,2.34,2.27,0.207,0.139,0.037,0.554,0.059,0.403,0.203,0.237,0.511,0.037,0.9,0.936,0.83,0.458,0.963,,,,,,,,
25Q525,Townsend Harris High School,High School,1132,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.87,0.84,0.91,0.85,0.71,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42018,3.96,4.04,0,0.014,0.01,0.274,0.011,0.159,0.586,0.063,0.116,0.219,2.8,0.887,0.976,0.029,0.967,,,,,,,,
25Q670,Robert F. Kennedy Community High School,High School,701,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.9,0.83,0.89,0.73,0.92,Proficient,Well Developed,Well Developed,Well Developed,Proficient,"December 9-10, 2013",2.41,2.4,0.103,0.19,0.003,0.575,0.041,0.447,0.312,0.13,0.355,0.183,4,0.927,0.921,0.248,0.957,,,,,,,,
26Q315,Business Technology Early College High School,High School,112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.9,0.98,0.87,0.98,0.84,0.96,Proficient,Proficient,Proficient,Well Developed,Well Developed,42115,2.55,2.51,0.009,0.152,0.009,0.491,0.063,0.348,0.223,0.321,0.286,0.08,1,0.545,0.937,0.184,0.972,,,,,,,,
26Q415,Benjamin N. Cardozo High School,High School,3505,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,0.87,0.86,0.81,0.8,0.66,0.89,Proficient,Proficient,Developing,Proficient,Developing,"December 17-19, 2013",2.86,2.86,0.047,0.108,0.04,0.355,0.03,0.243,0.441,0.203,0.194,0.149,7,0.987,0.933,0.185,0.957,,,,,,,,
26Q430,Francis Lewis High School,High School,4172,Approaching Target,Approaching Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.88,0.91,0.9,0.85,0.67,0.92,Proficient,Developing,Developing,Well Developed,Developing,42018,2.87,2.93,0.113,0.132,0.057,0.414,0.039,0.294,0.539,0.074,0.231,0.149,1.8,0.761,0.933,0.172,0.964,,,,,,,,
26Q435,Martin Van Buren High School,High School,1742,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.84,0.83,0.74,0.76,0.72,0.84,Developing,Developing,Developing,Proficient,Proficient,42116,2.31,2.15,0.109,0.118,0.052,0.491,0.059,0.363,0.27,0.527,0.13,0.036,3,0.957,0.844,0.428,0.966,,,,,,,,
26Q495,Bayside High School,High School,3336,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,Exceeding Target,0.84,0.85,0.79,0.77,0.66,0.86,Proficient,Proficient,Well Developed,Well Developed,Proficient,42142,2.82,2.76,0.049,0.141,0.036,0.376,0.034,0.265,0.403,0.13,0.279,0.181,6.9,0.849,0.931,0.202,0.961,,,,,,,,
26Q566,"Queens High School of Teaching, Liberal Arts and t",High School,1120,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.77,0.8,0.75,0.74,0.85,Well Developed,Proficient,Well Developed,Well Developed,Proficient,"April 22-23, 2013",2.6,2.47,0.019,0.199,0.002,0.321,0.022,0.226,0.248,0.481,0.175,0.084,3.6,0.78,0.92,0.251,0.96,,,,,,,,
27Q260,Frederick Douglass Academy VI High School,High School,409,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.8,0.72,0.76,0.72,0.7,0.82,Proficient,Developing,Proficient,Proficient,Developing,42080,2.22,2.04,0.086,0.213,0.042,0.705,0.086,0.57,0.015,0.597,0.379,0.007,0.9,0.958,0.825,0.46,0.953,,,,,,,,
27Q262,Channel View School for Research,High School,683,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.94,0.96,0.88,0.9,0.77,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42139,2.52,2.34,0.019,0.14,0.002,0.551,0.058,0.404,0.06,0.532,0.291,0.107,0.7,0.824,0.904,0.344,0.966,,,,,,,,
27Q302,"Queens High School for Information, Research, and",High School,381,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.88,0.94,0.79,0.93,0.8,0.92,Developing,Developing,Developing,Proficient,Proficient,41963,2.23,2.02,0.186,0.178,0.013,0.611,0.068,0.451,0.042,0.491,0.436,0.021,0.9,0.682,0.86,0.447,0.951,,,,,,,,
27Q308,Robert H. Goddard High School of Communication Art,High School,602,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,0.86,0.95,0.87,0.92,0.71,0.94,Proficient,Developing,Proficient,Proficient,Proficient,"January 7-8, 2014",2.63,2.46,0.028,0.151,0.038,0.496,0.04,0.369,0.294,0.073,0.417,0.176,4.8,0.833,0.921,0.274,0.971,,,,,,,,
27Q309,Academy of Medical Technology: A College Board Sch,High School,637,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.85,0.84,0.78,0.73,0.88,Proficient,Proficient,Proficient,Well Developed,Well Developed,42095,2.32,2.12,0.085,0.168,0.005,0.667,0.054,0.484,0.066,0.501,0.377,0.027,7,0.574,0.837,0.46,0.967,,,,,,,,
27Q314,Epic High School - South,High School,87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.91,0.96,0.85,0.85,0.72,0.92,Developing,Developing,Developing,Developing,Developing,42060,2.45,2.21,0.034,0.08,0.011,0.554,0.092,0.414,0.264,0.322,0.264,0.069,1,0.833,0.884,0.415,0.961,,,,,,,,
27Q323,Scholars' Academy,High School,1302,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.93,0.96,0.92,0.93,0.79,0.95,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42011,3.64,3.42,0,0.012,0,0.403,0.112,0.196,0.214,0.227,0.196,0.347,10,0.689,0.953,0.131,0.966,,,,,,,,
27Q324,Rockaway Park High School for Environmental Sustai,High School,368,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.83,0.87,0.79,0.84,0.77,0.9,Well Developed,Proficient,Proficient,Well Developed,Proficient,42123,2.27,2.06,0.052,0.198,0.014,0.682,0.084,0.541,0.035,0.467,0.302,0.147,4.4,0.593,0.782,0.601,0.953,,,,,,,,
27Q334,Epic High School - North,High School,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.94,0.99,0.83,0.95,0.74,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,42130,2.52,2.47,0.054,0.065,0.032,0.556,0.043,0.43,0.194,0.215,0.376,0.054,1,0.5,0.924,0.187,0.99,,,,,,,,
27Q351,Rockaway Collegiate High School,High School,397,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.77,0.78,0.77,0.73,0.72,0.81,Proficient,Proficient,Proficient,Proficient,Proficient,"February 11-12, 2014",2.28,2.06,0.055,0.214,0.01,0.688,0.078,0.526,0.05,0.526,0.335,0.038,1,0.536,0.808,0.491,0.947,,,,,,,,
27Q400,August Martin High School,High School,679,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,0.86,0.8,0.75,0.73,0.69,0.79,Developing,Developing,Developing,Developing,Proficient,42129,2.19,2.03,0.068,0.214,0.01,0.581,0.113,0.433,0.075,0.754,0.13,0.015,3.2,0.86,0.789,0.593,0.936,,,,,,,,
27Q475,Richmond Hill High School,High School,2175,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,0.86,0.75,0.79,0.62,0.66,0.8,Proficient,Developing,Developing,Proficient,Proficient,42143,2.29,2.18,0.213,0.16,0.062,0.596,0.061,0.455,0.314,0.136,0.482,0.054,1.8,0.879,0.853,0.419,0.956,,,,,,,,
27Q480,John Adams High School,High School,2634,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.84,0.8,0.76,0.75,0.68,0.83,Proficient,Developing,Developing,Proficient,Proficient,42038,2.28,2.18,0.194,0.156,0.047,0.591,0.129,0.422,0.31,0.239,0.379,0.029,3,0.801,0.825,0.469,0.948,,,,,,,,
27Q650,"High School for Construction Trades, Engineering a",High School,959,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.82,0.91,0.88,0.83,0.76,0.91,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,42076,2.84,2.86,0.004,0.112,0.001,0.461,0.014,0.333,0.355,0.107,0.356,0.123,5.3,0.793,0.943,0.151,0.965,,,,,,,,
28Q157,J.H.S. 157 Stephen A. Halsey,High School,1529,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,N/A,0.91,0.89,0.84,0.84,0.72,0.9,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42010,2.14,2.14,0.219,0.411,0.329,0.408,0.082,0.411,0.096,0.288,0.288,0.315,9.8,0.646,0.869,0.5,0.965,,,,,,,,
28Q167,Metropolitan Expeditionary Learning School,High School,722,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,N/A,0.87,0.96,0.85,0.93,0.8,0.93,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42046,2.71,2.46,0.014,0.185,0.031,0.397,0.031,0.239,0.14,0.165,0.373,0.274,5,0.5,0.946,0.13,0.974,,,,,,,,
28Q284,York Early College Academy,High School,611,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.9,0.91,0.88,0.83,0.78,0.91,Well Developed,Proficient,Proficient,Well Developed,Proficient,42025,2.93,2.66,0,0.079,0,0.428,0.021,0.269,0.287,0.58,0.103,0.012,9,0.833,0.962,0.087,0.968,,,,,,,,
28Q310,Queens Collegiate: A College Board School,High School,661,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.86,0.83,0.83,0.72,0.72,0.84,Proficient,Proficient,Developing,Proficient,Developing,"November 25-26, 2013",2.47,2.33,0.091,0.123,0.041,0.549,0.055,0.361,0.248,0.534,0.161,0.041,7,0.583,0.863,0.376,0.956,,,,,,,,
28Q325,Hillside Arts & Letters Academy,High School,464,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.91,0.95,0.87,0.92,0.74,0.95,Proficient,Proficient,Developing,Well Developed,Proficient,41984,2.38,2.21,0.108,0.108,0.011,0.598,0.071,0.446,0.278,0.377,0.244,0.03,5,0.586,0.863,0.396,0.975,,,,,,,,
28Q328,High School for Community Leadership,High School,418,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.91,0.95,0.91,0.95,0.85,0.97,Proficient,Proficient,Proficient,Well Developed,Well Developed,42047,2.31,2.22,0.156,0.151,0.005,0.563,0.084,0.409,0.227,0.423,0.266,0.045,5,0.433,0.83,0.52,0.979,,,,,,,,
28Q350,Jamaica Gateway to the Sciences,High School,516,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,0.9,0.94,0.86,0.92,0.7,0.95,Proficient,Proficient,Proficient,Well Developed,Proficient,"March 4-5, 2014",2.6,2.59,0.093,0.099,0.004,0.478,0.06,0.335,0.407,0.426,0.109,0.023,4,0.467,0.907,0.296,0.975,,,,,,,,
