DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 4 English Proficiency,Average Grade 4 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
12X067,P.S. 067 Mohegan School,Elementary,656,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,0.87,0.84,0.85,0.73,0.8,0.79,Proficient,Proficient,Proficient,Proficient,Proficient,6-May-15,2.1,2.34,0.073,0.232,0.08,0.908,0.192,0.793,0.005,0.252,0.736,0.002,2.8,0.75,0.907,0.375,0.966
12X092,P.S. 092 Bronx,Elementary,488,Not Meeting Target,Approaching Target,Not Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.82,0.78,0.81,0.65,0.85,0.85,Developing,Under Developed,Under Developed,Developing,Developing,17-Dec-14,1.98,1.95,0.221,0.23,0.091,0.923,0.272,0.801,0.015,0.179,0.788,0.009,2.2,0.921,0.897,0.424,0.947
12X098,J.H.S. 098 Herman Ridder,Middle,258,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.85,0.9,0.76,0.87,0.91,0.92,Developing,Developing,Developing,Proficient,Developing,9-Mar-15,2.13,2.23,0.244,0.267,0.143,0.865,0.167,0.709,0.012,0.302,0.659,0.019,0.9,0.87,0.902,0.349,0.974
12X129,M.S. 129 Academy for Independent Learning and Lead,Middle,558,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.89,0.92,0.86,0.88,0.83,0.94,Proficient,Developing,Proficient,Proficient,Developing,"January 16th, 2015",2.14,2.21,0.208,0.285,0.109,0.91,0.26,0.781,0.025,0.324,0.634,0.013,2.9,0.833,0.92,0.282,0.964
12X134,P.S. 134 George F. Bristow,Elementary,672,Approaching Target,Exceeding Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.83,0.84,0.87,0.72,0.82,0.84,Proficient,Proficient,Proficient,Proficient,Well Developed,23-Jan-15,2.31,2.41,0.118,0.152,0.061,0.889,0.113,0.751,0.005,0.453,0.513,0.028,15.8,0.878,0.907,0.369,0.967
12X150,P.S. 150 Charles James Fox,Elementary,932,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.92,0.91,0.9,0.81,0.84,0.93,Proficient,Developing,Proficient,Proficient,Proficient,16-Mar-15,2.21,2.48,0.239,0.194,0.113,0.877,0.253,0.713,0.009,0.199,0.773,0.01,12.9,0.825,0.912,0.352,0.958
12X190,E.S.M.T- I.S. 190,Middle,248,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.87,0.84,0.8,0.74,0.77,0.82,Proficient,Proficient,Proficient,Proficient,Proficient,May 28-29 2014,2.27,2.48,0.077,0.218,0.109,0.852,0.125,0.71,0.016,0.262,0.714,0.008,12.9,0.783,0.926,0.239,0.965
12X195,P.S. 195,Elementary,967,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.9,0.91,0.89,0.82,0.85,0.92,Developing,Developing,Developing,Developing,Developing,4-Mar-15,2,2.43,0.253,0.218,0.058,0.913,0.329,0.761,0.028,0.189,0.77,0.002,14.8,0.722,0.921,0.288,0.955
12X196,P.S. 196,Elementary,979,N/A,N/A,N/A,N/A,Not Meeting Target,Approaching Target,Approaching Target,0.82,0.74,0.79,0.69,0.76,0.77,Proficient,Proficient,Proficient,Proficient,Proficient,23-Mar-15,2.62,2.76,0.27,0.183,0.062,0.859,0.196,0.72,0.008,0.183,0.764,0.007,12,0.603,0.932,0.271,0.959
12X211,P.S. 211,K-8,628,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.87,0.79,0.86,0.65,0.82,0.81,Developing,Developing,Developing,Proficient,Developing,21-Jan-15,2.18,2.07,0.267,0.211,0.069,0.869,0.166,0.713,0.002,0.132,0.863,0.002,0.9,0.915,0.916,0.298,0.949
12X212,P.S. 212,K-8,503,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.89,0.9,0.84,0.84,0.78,0.9,Developing,Developing,Developing,Proficient,Proficient,17-Apr-15,2.18,2.14,0.246,0.173,0.081,0.891,0.225,0.732,0.013,0.373,0.591,0.009,1.9,0.892,0.908,0.348,0.961
12X214,P.S. 214,K-8,1038,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.85,0.89,0.82,0.86,0.78,0.9,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,10-Dec-14,2.33,2.57,0.114,0.197,0.062,0.867,0.148,0.722,0.017,0.252,0.696,0.018,6.9,0.731,0.91,0.326,0.954
12X217,School of Performing Arts,Middle,339,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.79,0.77,0.71,0.73,0.82,0.82,Developing,Developing,Developing,Developing,Developing,13-Feb-15,2.17,2.26,0.18,0.301,0.106,0.87,0.248,0.699,0.012,0.283,0.681,0.006,3.2,0.677,0.9,0.378,0.95
12X242,Mott Hall V,Middle,669,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,0.82,0.87,0.89,0.8,0.74,0.92,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,3-Dec-14,2.33,2.56,0.166,0.227,0.084,0.795,0.065,0.682,0.045,0.169,0.76,0.003,0,0,0.938,0.215,
12X267,Bronx Latin,Middle,546,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.93,0.97,0.91,0.96,0.87,0.96,Proficient,Proficient,Well Developed,Well Developed,Well Developed,3-Dec-14,2.3,2.42,0.161,0.261,0.096,0.835,0.129,0.723,0.024,0.233,0.731,0.004,0,0,0.942,0.129,
12X271,East Bronx Academy for the Future,Middle,618,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.85,0.91,0.84,0.92,0.75,0.93,Proficient,Proficient,Developing,Well Developed,Well Developed,8-May-15,2.26,2.3,0.119,0.306,0.091,0.853,0.127,0.702,0.016,0.298,0.679,0,0,0,0.874,0.484,
12X273,Frederick Douglass Academy V. Middle School,Middle,273,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.81,0.92,0.8,0.89,0.78,0.92,Proficient,Developing,Proficient,Proficient,Proficient,10-Dec-14,2.36,2.49,0.084,0.278,0.088,0.823,0.147,0.659,0.015,0.322,0.641,0.022,10.8,0.762,0.899,0.371,0.965
12X286,Fannie Lou Hamer Middle School,Middle,267,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.89,0.94,0.86,0.93,0.8,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,29-Apr-15,2.26,2.37,0.161,0.258,0.09,0.843,0.202,0.667,0.007,0.262,0.712,0.007,9.8,0.7,0.924,0.199,0.98
12X300,The School of Science and Applied Learning,Elementary,640,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.93,0.94,0.91,0.9,0.88,0.96,Proficient,Developing,Developing,Proficient,Developing,29-Jan-15,2.16,2.17,0.154,0.27,0.071,0.917,0.299,0.762,0.006,0.387,0.597,0.008,8.8,0.84,0.891,0.457,0.954
12X316,Kappa III,Middle,349,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.92,0.93,0.86,0.89,0.8,0.94,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,14-Jan-15,2.4,2.55,0.095,0.226,0.083,0.841,0.12,0.685,0.017,0.312,0.645,0.017,8.7,0.538,0.94,0.189,0.971
12X318,"I.S. X318 Math, Science & Technology Through Arts",Middle,328,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.79,0.83,0.73,0.79,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,14-Mar-13,2.22,2.39,0.162,0.25,0.107,0.878,0.22,0.744,0,0.293,0.677,0.03,0,0.875,0.879,0.38,0.955
12X341,Accion Academy,Middle,152,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.91,0.83,0.87,0.8,0.92,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,"April 30, May 1, ,2013",2.17,2.24,0.171,0.349,0.138,0.903,0.197,0.75,0.026,0.289,0.671,0.007,3.8,0.563,0.879,0.404,0.974
12X372,Urban Assembly School for Wildlife Conservation,Middle,571,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.9,0.76,0.83,0.62,0.78,0.79,Proficient,Developing,Developing,Developing,Developing,20-Mar-15,2.26,2.37,0.133,0.204,0,0.809,0.218,0.749,0.014,0.232,0.725,0.014,0,0,0.872,0.42,
12X383,Emolior Academy,Middle,241,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.76,0.84,0.82,0.83,0.83,0.92,Developing,Developing,Developing,Proficient,Proficient,29-Apr-15,2.24,2.35,0.178,0.257,0.141,0.839,0.224,0.639,0.021,0.27,0.647,0.012,7,0.818,0.904,0.366,0.969
12X384,Entrada Academy,Middle,292,Not Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.74,0.73,0.8,0.7,0.77,0.85,Developing,Developing,Developing,Proficient,Proficient,7-Nov-14,2.18,2.28,0.336,0.202,0.096,0.868,0.233,0.699,0.01,0.154,0.815,0.014,1.8,0.552,0.922,0.232,0.949
12X463,Urban Scholars Community School,Elementary,314,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.96,0.91,0.89,0.86,0.87,0.93,Proficient,Developing,Developing,Proficient,Proficient,7-Jan-15,1.99,2.06,0.144,0.239,0.183,0.915,0.391,0.757,0.007,0.447,0.535,0.004,6,0.733,0.919,0.334,0.96
12X531,Archer Elementary School,Elementary,496,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,0.88,0.89,0.87,0.9,0.83,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,29-Jan-15,2.05,2.17,0.243,0.249,0.126,0.848,0.192,0.718,0.092,0.268,0.605,0.013,4,0.676,0.93,0.244,0.966
12X536,PS 536,Elementary,421,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.97,0.93,0.96,0.89,0.83,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,"February 3-4, 2014",2.23,2.16,0.243,0.181,0.097,0.853,0.213,0.712,0.055,0.208,0.707,0.012,4,0.633,0.913,0.363,0.967
12X691,Bronx Little School,Elementary,358,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.87,0.78,0.84,0.71,0.82,0.88,Proficient,Proficient,Developing,Proficient,Proficient,12-Feb-15,2.21,2.49,0.094,0.224,0.024,0.798,0.183,0.646,0.1,0.204,0.673,0.009,10,0.571,0.916,0.305,0.959
13K003,P.S. 003 The Bedford Village,Elementary,506,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.86,0.92,0.83,0.87,0.9,Proficient,Developing,Proficient,Proficient,Proficient,3-Nov-14,2.54,2.5,0.1,0.13,0.032,0.819,0.228,0.674,0.114,0.738,0.089,0.025,16.1,1,0.916,0.33,0.959
13K008,P.S. 008 Robert Fulton,K-8,880,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.91,0.93,0.84,0.9,0.92,0.92,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,"February 3-4, 2014",2.99,3.17,0.026,0.153,0.001,0.179,0.024,0.103,0.06,0.153,0.114,0.601,12.2,0.733,0.955,0.084,0.968
13K009,P.S. 009 Teunis G. Bergen,Elementary,796,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,0.92,0.94,0.96,0.87,0.94,0.95,Proficient,Developing,Developing,Proficient,Proficient,15-Jan-15,3,2.82,0.044,0.205,0.061,0.437,0.042,0.306,0.067,0.533,0.123,0.232,11,0.843,0.939,0.182,0.966
13K011,P.S. 011 Purvis J. Behan,Elementary,803,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.92,0.89,0.95,0.85,0.9,0.9,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,24-Nov-14,2.94,3.23,0.021,0.128,0.025,0.483,0.077,0.307,0.039,0.709,0.108,0.108,8.8,0.818,0.942,0.164,0.973
13K020,P.S. 020 Clinton Hill,Elementary,377,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.91,0.95,0.92,0.89,0.92,0.95,Proficient,Proficient,Proficient,Proficient,Proficient,8-Jan-15,2.55,2.33,0.031,0.204,0.04,0.641,0.152,0.495,0.043,0.625,0.183,0.111,6,0.846,0.914,0.318,0.96
13K044,P.S. 044 Marcus Garvey,Elementary,261,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.87,0.8,0.75,0.85,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,"March 18-19, 2014",2.25,2.36,0.025,0.202,0.113,0.872,0.189,0.777,0.021,0.832,0.097,0.029,0.9,0.857,0.902,0.366,0.969
13K046,P.S. 046 Edward C. Blum,Elementary,399,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.92,0.95,0.93,0.88,0.83,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,21-Jan-15,2.35,2.61,0.136,0.258,0.145,0.88,0.243,0.748,0.009,0.496,0.472,0.009,6.5,0.875,0.891,0.441,0.954
13K054,P.S. 054 Samuel C. Barnes,Elementary,248,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.93,0.92,0.87,0.85,0.9,0.93,Proficient,Developing,Developing,Proficient,Proficient,18-Nov-14,2.35,2.18,0.123,0.205,0.009,0.853,0.168,0.75,0.023,0.55,0.395,0.009,10.3,0.963,0.898,0.422,0.962
13K056,P.S. 056 Lewis H. Latimer,Elementary,230,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.93,0.95,0.95,0.86,0.9,0.97,Developing,Proficient,Proficient,Proficient,Proficient,"December 9-10, 2013",2.36,2.68,0.028,0.198,0.066,0.786,0.212,0.675,0.024,0.835,0.108,0.019,10.8,0.818,0.916,0.317,0.97
13K067,P.S. 067 Charles A. Dorsey,Elementary,234,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.94,0.89,0.91,0.82,0.87,0.89,Developing,Developing,Developing,Under Developed,Developing,26-Feb-15,2.05,1.97,0.081,0.303,0.204,0.938,0.235,0.792,0.072,0.507,0.367,0.023,0.9,0.9,0.91,0.363,0.949
13K093,P.S. 093 William H. Prescott,Elementary,306,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.9,0.87,0.81,0.72,0.85,0.86,Proficient,Developing,Developing,Proficient,Proficient,2-Dec-14,2.44,2.44,0.108,0.187,0.126,0.842,0.165,0.737,0.187,0.727,0.04,0.032,6.2,0.909,0.894,0.392,0.962
13K113,M.S. 113 Ronald Edmonds Learning Center,Middle,564,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.81,0.79,0.83,0.73,0.76,0.85,Proficient,Proficient,Proficient,Proficient,Proficient,4-Dec-14,2.37,2.48,0.06,0.216,0.074,0.797,0.151,0.672,0.046,0.725,0.197,0.02,4.3,1,0.918,0.282,0.952
13K133,P.S. 133 William A. Butler,Elementary,560,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.98,0.97,0.93,0.93,0.92,0.96,Proficient,Developing,Proficient,Well Developed,Proficient,6-Jan-15,2.36,2.29,0.036,0.158,0.026,0.447,0.051,0.296,0.02,0.32,0.316,0.287,8.4,0.732,0.942,0.161,0.972
13K256,P.S. 256 Benjamin Banneker,Elementary,327,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.91,0.9,0.92,0.78,0.85,0.91,Proficient,Proficient,Proficient,Developing,Proficient,"November 25-26, 2013",2.44,2.47,0.103,0.183,0.103,0.882,0.222,0.785,0.016,0.714,0.264,0.006,9,0.923,0.882,0.506,0.962
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Middle,421,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.86,0.85,0.81,0.85,0.79,0.87,Well Developed,Proficient,Proficient,Proficient,Proficient,"February 10-11, 2014",2.35,2.42,0.07,0.263,0.07,0.782,0.219,0.675,0.026,0.702,0.272,0,0,0,0.905,0.361,
13K266,M.S. K266 - Park Place Community Middle School,Middle,130,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.84,0.88,0.75,0.85,0.85,0.92,Proficient,Developing,Proficient,Proficient,Proficient,30-Apr-15,2.41,2.37,0,0.292,0.031,0.689,0.2,0.554,0.008,0.669,0.285,0.015,2.8,0.846,0.906,0.331,0.966
13K270,P.S. 270 Johann DeKalb,Elementary,153,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.82,0.8,0.84,0.71,0.82,0.88,Developing,Developing,Developing,Developing,Developing,5-May-15,2.13,2.28,0.102,0.266,0.156,0.886,0.258,0.781,0.047,0.727,0.18,0.031,1.8,0.824,0.892,0.439,0.956
13K282,P.S. 282 Park Slope,K-8,930,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.89,0.78,0.82,0.75,0.89,0.86,Developing,Developing,Developing,Proficient,Proficient,25-Mar-15,2.49,2.55,0.033,0.142,0.04,0.555,0.08,0.404,0.027,0.634,0.243,0.077,11.6,0.73,0.917,0.256,0.971
13K287,P.S. 287 Bailey K. Ashford,Elementary,199,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,0.94,0.88,0.94,0.8,0.77,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,"January 13-14, 2014",2.32,2.26,0.018,0.212,0,0.902,0.188,0.759,0.059,0.7,0.194,0.024,8.8,0.762,0.876,0.52,0.949
13K301,Satellite East Middle School,Middle,119,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.89,0.86,0.84,0.8,0.79,0.85,Proficient,Developing,Developing,Proficient,Proficient,14-Jan-15,2.14,2.22,0.134,0.328,0.017,0.856,0.218,0.731,0.109,0.739,0.118,0.017,11,0.636,0.884,0.472,0.959
13K305,P.S. 305 Dr. Peter Ray,Elementary,188,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.79,0.8,0.86,0.63,0.79,0.79,Developing,Developing,Developing,Proficient,Proficient,28-Oct-14,2.02,2.08,0.096,0.197,0.067,0.834,0.14,0.702,0.056,0.781,0.101,0.028,8.8,0.929,0.894,0.443,0.947
13K307,P.S. 307 Daniel Hale Williams,Elementary,413,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.95,0.93,0.92,0.84,0.89,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,18-Dec-14,2.4,2.61,0.029,0.337,0.203,0.849,0.166,0.686,0.035,0.608,0.288,0.047,10.8,0.725,0.91,0.32,0.963
13K313,Satellite West Middle School,Middle,104,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.91,0.87,0.88,0.84,0.84,0.89,Proficient,Developing,Proficient,Proficient,Proficient,10-Dec-14,2.23,2.35,0.038,0.337,0.135,0.859,0.115,0.731,0.048,0.567,0.346,0,0.8,0.545,0.871,0.473,0.97
13K351,The Urban Assembly Unison School,Middle,188,Not Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,0.75,0.88,0.68,0.89,0.86,0.87,Developing,Developing,Developing,Proficient,Proficient,15-Dec-14,2.34,2.43,0.112,0.234,0.059,0.78,0.165,0.638,0.085,0.734,0.154,0.016,1.9,0.444,0.903,0.369,0.956
13K492,Academy of Arts and Letters,K-8,494,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.94,0.96,0.9,0.92,0.91,0.93,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,"April, 8-9, 2013",2.93,3.03,0.004,0.168,0.002,0.363,0.018,0.194,0.063,0.447,0.154,0.275,3,0.793,0.952,0.099,0.98
13K527,Urban Assembly Institute of Math and Science for Y,Middle,470,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.84,0.89,0.82,0.86,0.73,0.88,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,8-Dec-14,2.52,2.63,0.032,0.188,0,0.695,0.108,0.565,0.027,0.742,0.145,0.075,0,0,0.913,0.284,
13K596,MS 596 Peace Academy,Middle,47,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,0.88,0.76,0.82,0.72,0.92,0.89,Developing,Developing,Developing,Proficient,Proficient,5-Dec-14,1.97,2.17,0.191,0.319,0.043,0.928,0.319,0.83,0.064,0.745,0.191,0,1.4,0.7,0.864,0.58,0.984
13K691,Fort Greene Preparatory Academy,Middle,243,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.74,0.78,0.76,0.7,0.82,0.84,Proficient,Developing,Proficient,Proficient,Proficient,22-Jan-15,2.45,2.57,0.058,0.21,0.025,0.701,0.144,0.535,0.025,0.695,0.251,0.021,5,0.739,0.925,0.22,0.958
14K016,P.S. 016 Leonard Dunkly,Elementary,238,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.95,0.95,0.98,0.82,0.88,0.94,Proficient,Developing,Proficient,Proficient,Proficient,9-Feb-15,2.16,2.15,0.111,0.288,0.164,0.904,0.133,0.779,0,0.252,0.726,0.013,5.8,0.95,0.922,0.255,0.967
14K017,P.S. 017 Henry D. Woodworth,Elementary,311,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.93,0.9,0.97,0.78,0.86,0.92,Proficient,Proficient,Proficient,Proficient,Proficient,"October 23-24, 2013",2.43,2.74,0.155,0.324,0.122,0.725,0.083,0.601,0.018,0.05,0.845,0.076,13.9,1,0.933,0.221,0.934
