DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - Dates of Review,Average Grade 5 English Proficiency,Average Grade 5 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
02M442,"Ballet Tech, NYC Public School for Dance",K-8,152,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.97,0.99,0.84,1,0.97,0.95,Proficient,Well Developed,Well Developed,Well Developed,Proficient,42480,,,0,0.033,0,0.456,0.033,0.309,0.362,0.25,0.158,0.191,6.8,0.667,0.967,0.072,0.973
02M655,Life Sciences Secondary School,Middle,79,Not Meeting Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.59,0.65,0.59,0.53,0.66,0.72,Developing,Developing,Developing,Developing,Proficient,42472,2.45,2.38,0.063,0.367,0.025,0.748,0.165,0.709,0.013,0.367,0.62,0,1,0.75,0.865,0.455,0.967
02M896,Lower Manhattan Community Middle School,Middle,388,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.89,0.92,0.79,0.96,0.92,0.93,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42080,2.96,3.1,0.077,0.278,0.003,0.51,0.09,0.379,0.402,0.09,0.198,0.276,10,0.75,0.967,0.069,0.965
02M933,City Knoll Middle School,Middle,157,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.85,0.91,0.75,0.97,0.86,0.91,Proficient,Proficient,Proficient,Well Developed,Proficient,42122,2.81,2.78,0.076,0.287,0.006,0.559,0.14,0.427,0.096,0.197,0.471,0.197,2,0.267,0.937,0.21,0.991
03M009,P.S. 009 Sarah Anderson,Elementary,593,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.97,0.99,0.98,0.98,0.98,0.99,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42024,,,0.029,0.172,0,0.204,0.093,0.121,0.084,0.046,0.221,0.592,1,0.86,0.96,0.069,0.969
03M054,J.H.S. 054 Booker T. Washington,Middle,850,,,,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.85,0.79,0.76,0.89,0.91,0.88,,,,,,,3.78,3.93,0.016,0.128,0.054,0.192,0.026,0.105,0.087,0.081,0.116,0.644,11.3,0.72,0.965,0.052,0.971
03M075,P.S. 075 Emily Dickinson,Elementary,569,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.93,0.87,0.88,0.89,0.94,0.92,Proficient,Proficient,Proficient,Proficient,Proficient,41968,,,0.132,0.316,0.023,0.628,0.174,0.489,0.014,0.234,0.564,0.162,19.3,0.661,0.931,0.235,0.97
03M076,P.S. 076 A. Philip Randolph,K-8,454,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.91,0.86,0.89,0.94,0.88,0.93,Proficient,Developing,Developing,Well Developed,Proficient,42321,,,0.104,0.22,0.066,0.869,0.308,0.703,0.004,0.806,0.159,0.026,13,0.882,0.889,0.449,0.978
03M084,P.S. 084 Lillian Weber,Elementary,516,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.81,0.91,0.83,0.9,0.93,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,42089,,,0.105,0.176,0.062,0.485,0.105,0.329,0.025,0.132,0.438,0.364,0.8,0.784,0.941,0.172,0.984
03M087,P.S. 087 William Sherman,Elementary,834,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Exceeding Target,0.89,0.76,0.9,0.79,0.96,0.87,Proficient,Proficient,Developing,Proficient,Proficient,42138,,,0.038,0.187,0,0.095,0.007,0.044,0.067,0.049,0.147,0.644,6.9,0.869,0.961,0.058,0.992
03M145,"P.S. 145, The Bloomingdale School",Elementary,319,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.78,0.74,0.73,0.83,0.88,0.81,Developing,Developing,Developing,Proficient,Proficient,42032,,,0.15,0.273,0.107,0.781,0.26,0.596,0.025,0.257,0.658,0.028,2.7,0.765,0.903,0.4,0.977
03M149,P.S. 149 Sojourner Truth,K-8,258,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,0.61,0.52,0.6,0.6,0.88,0.71,Proficient,Developing,Proficient,Proficient,Proficient,42444,,,0.097,0.329,0.151,0.878,0.264,0.752,0.031,0.643,0.271,0.016,1,0.714,0.92,0.3,0.977
03M163,P.S. 163 Alfred E. Smith,Elementary,558,Meeting Target,Exceeding Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.76,0.79,0.79,0.67,0.94,0.76,Well Developed,Proficient,Proficient,Proficient,Well Developed,42326,,,0.077,0.161,0.002,0.511,0.113,0.357,0.063,0.161,0.459,0.271,3.9,0.889,0.947,0.152,0.977
03M165,P.S. 165 Robert E. Simon,K-8,747,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.76,0.73,0.74,0.75,0.88,0.81,Proficient,Proficient,Proficient,Well Developed,Proficient,42086,,,0.173,0.218,0.059,0.711,0.253,0.562,0.036,0.142,0.681,0.118,4.5,0.508,0.916,0.289,0.965
03M166,P.S. 166 The Richard Rodgers School of The Arts an,Elementary,614,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Exceeding Target,0.9,0.85,0.88,0.79,0.95,0.85,Well Developed,Well Developed,Proficient,Proficient,Proficient,41983,,,0.023,0.142,0.002,0.192,0.055,0.103,0.106,0.062,0.168,0.586,3.8,0.707,0.96,0.077,0.974
03M180,P.S. 180 Hugo Newman,K-8,526,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.77,0.75,0.7,0.82,0.93,0.82,Proficient,Developing,Developing,Proficient,Proficient,42342,,,0.053,0.211,0,0.708,0.152,0.555,0.011,0.612,0.291,0.059,2.4,0.739,0.94,0.171,0.965
03M191,P.S. 191 Amsterdam,K-8,388,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.86,0.82,0.79,0.88,0.95,0.89,Proficient,Developing,Developing,Proficient,Proficient,42079,,,0.093,0.327,0.098,0.764,0.237,0.588,0.062,0.363,0.5,0.067,1.9,0.698,0.914,0.316,0.976
03M199,P.S. 199 Jessie Isador Straus,Elementary,903,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.94,0.86,0.94,0.85,0.97,0.9,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,42354,,,0.029,0.167,0.014,0.063,0.01,0.033,0.144,0.025,0.126,0.631,1.8,0.833,0.963,0.05,0.97
03M208,P.S. 208 Alain L. Locke,Elementary,141,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.75,0.65,0.82,0.91,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,42019,,,0.106,0.333,0.085,0.863,0.227,0.681,0.028,0.61,0.34,0.014,9.7,0.5,0.93,0.246,0.973
03M241,STEM Institute of Manhattan,Elementary,112,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.65,0.76,0.61,0.8,0.91,0.88,Proficient,Developing,Developing,Developing,Developing,42095,,,0.134,0.384,0.161,0.875,0.205,0.759,0.027,0.527,0.384,0.045,1.7,0.75,0.91,0.276,0.963
03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,196,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.7,0.77,0.64,0.75,0.89,0.88,Proficient,Developing,Developing,Proficient,Proficient,42018,,,0.071,0.332,0.102,0.847,0.423,0.648,0.01,0.663,0.276,0.026,8.5,0.818,0.905,0.389,0.952
03M243,M.S. 243 Center School,Middle,236,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.98,0.95,0.91,0.96,0.95,0.95,Proficient,Proficient,Developing,Proficient,Developing,42382,3.78,3.78,0,0.11,0,0.185,0.021,0.081,0.081,0.148,0.119,0.614,14.1,0.929,0.972,0.013,0.995
03M245,M.S. M245 The Computer School,Middle,405,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.91,0.83,0.82,0.89,0.91,0.92,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,41983,3.41,3.48,0.032,0.185,0.022,0.261,0.022,0.153,0.057,0.138,0.257,0.506,10.8,0.88,0.971,0.032,0.964
03M247,M.S. M247 Dual Language Middle School,Middle,195,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.89,0.84,0.85,0.94,0.92,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42135,2.54,2.6,0.313,0.226,0.005,0.761,0.133,0.636,0,0.005,0.99,0.005,2.8,0.619,0.961,0.114,0.975
03M250,M.S. 250 West Side Collaborative Middle School,Middle,181,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.88,0.98,0.82,0.96,0.92,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,42124,2.59,2.62,0.055,0.265,0,0.675,0.182,0.503,0.022,0.32,0.547,0.094,2.4,0.882,0.949,0.13,0.985
03M256,M.S. 256 Academic & Athletic Excellence,Middle,138,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.84,0.94,0.74,0.96,0.93,0.9,Proficient,Developing,Developing,Proficient,Proficient,42067,2.3,2.34,0.188,0.29,0.014,0.741,0.225,0.522,0.022,0.507,0.377,0.072,2,0.643,0.899,0.37,0.96
03M258,Community Action School - MS 258,Middle,235,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.92,0.95,0.82,0.97,0.88,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42139,2.5,2.56,0.03,0.328,0.047,0.684,0.226,0.481,0.017,0.443,0.43,0.106,16.8,0.696,0.942,0.18,0.969
03M291,West End Secondary School,Middle,136,,,,,,,,0.98,0.99,0.92,1,1,0.99,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,42521,3.54,3.48,0.022,0.213,0.022,0.173,0.022,0.096,0.044,0.096,0.176,0.632,1,0.444,0.966,0.051,0.982
03M333,P.S. 333 Manhattan School for Children,K-8,741,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,0.82,0.75,0.73,0.74,0.95,0.84,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,42093,,,0.009,0.186,0.003,0.245,0.018,0.107,0.066,0.107,0.167,0.619,2.4,0.66,0.953,0.098,0.978
03M334,The Anderson School,K-8,559,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.9,0.87,0.83,0.89,0.96,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42124,,,0.002,0.034,0,0.131,0.002,0.043,0.281,0.043,0.086,0.528,6.8,0.769,0.977,0.005,0.961
03M415,Wadleigh Secondary School for the Performing & Vis,Middle,46,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.82,0.79,0.68,0.88,0.86,0.85,Proficient,Developing,Proficient,Proficient,Proficient,42447,2.21,2.1,0.087,0.37,0.022,0.785,0.348,0.783,0,0.587,0.391,0.022,1,0.806,0.923,0.261,0.971
03M421,West Prep Academy,Middle,190,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.9,0.93,0.79,0.97,0.91,0.94,Proficient,Proficient,Proficient,Well Developed,Well Developed,42020,2.54,2.35,0.047,0.311,0.053,0.742,0.168,0.605,0.016,0.516,0.395,0.053,2.2,0.526,0.909,0.323,0.985
03M452,P.S. 452,Elementary,325,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.98,0.99,0.95,0.98,0.96,0.97,Well Developed,Proficient,Proficient,Well Developed,Well Developed,41968,,,0.022,0.194,0,0.171,0.022,0.095,0.105,0.083,0.123,0.643,6,0.792,0.962,0.067,0.964
03M859,Special Music School,K-8,137,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.91,0.97,0.84,0.95,0.92,0.94,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,41940,,,0,0.117,0,0.253,0.022,0.036,0.146,0.102,0.095,0.54,6.2,0.412,0.956,0.08,0.994
03M860,Frederick Douglass Academy II Secondary School,Middle,69,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.71,0.58,0.63,0.67,0.82,0.74,Proficient,Developing,Proficient,Proficient,Well Developed,41957,2.51,2.28,0.072,0.246,0.058,0.773,0.174,0.609,0.014,0.725,0.217,0.029,5.9,0.313,0.882,0.365,0.975
03M862,Mott Hall II,Middle,345,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.88,0.9,0.81,0.97,0.9,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42481,3.23,3.37,0.02,0.183,0.038,0.456,0.055,0.304,0.064,0.264,0.371,0.264,3.4,0.619,0.969,0.06,0.967
04M007,P.S. 007 Samuel Stern,K-8,344,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.74,0.71,0.71,0.81,0.86,0.88,Proficient,Proficient,Well Developed,Proficient,Proficient,42460,,,0.134,0.314,0.009,0.874,0.305,0.715,0.032,0.288,0.625,0.041,0.8,0.906,0.909,0.317,0.971
04M012,Tag Young Scholars,K-8,561,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.93,0.83,0.82,0.88,0.93,0.84,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,42479,,,0.002,0.053,0,0.402,0.032,0.203,0.344,0.246,0.196,0.146,11.8,0.5,0.97,0.051,0.983
04M037,River East Elementary,Elementary,190,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.87,0.77,0.76,0.92,0.92,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,42325,,,0.047,0.268,0.011,0.789,0.184,0.584,0,0.437,0.537,0.016,4.8,0.714,0.924,0.289,0.955
04M038,P.S. 38 Roberto Clemente,Elementary,225,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.64,0.74,0.65,0.75,0.88,0.85,Developing,Developing,Proficient,Well Developed,Developing,42066,,,0.107,0.307,0.071,0.928,0.422,0.76,0.044,0.338,0.591,0.018,2.9,0.704,0.888,0.464,0.928
04M050,P.S. 050 Vito Marcantonio,K-8,288,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Meeting Target,0.66,0.58,0.66,0.49,0.74,0.65,Proficient,Developing,Developing,Proficient,Developing,42494,,,0.097,0.313,0.076,0.893,0.319,0.781,0.01,0.438,0.535,0.003,1.5,0.667,0.883,0.447,0.96
04M057,James Weldon Johnson,K-8,815,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.84,0.81,0.73,0.89,0.89,0.88,Well Developed,Proficient,Proficient,Well Developed,Proficient,42135,,,0.13,0.286,0.085,0.888,0.291,0.75,0.04,0.248,0.679,0.023,4,0.671,0.924,0.299,0.956
04M072,The Lexington Academy,K-8,594,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.86,0.75,0.91,0.91,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42095,,,0.116,0.246,0.082,0.858,0.338,0.689,0.01,0.128,0.832,0.027,6.4,0.481,0.922,0.289,0.977
04M083,P.S. 083 Luis Munoz Rivera,Elementary,421,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.88,0.85,0.82,0.94,0.94,0.97,Proficient,Proficient,Proficient,Well Developed,Proficient,42514,,,0.095,0.223,0.067,0.739,0.143,0.577,0.128,0.204,0.634,0.024,12.9,0.806,0.933,0.217,0.975
04M096,P.S. 096 Joseph Lanzetta,K-8,441,Not Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,0.62,0.6,0.64,0.68,0.79,0.75,Developing,Developing,Developing,Well Developed,Proficient,42060,,,0.186,0.333,0.122,0.91,0.254,0.737,0.016,0.268,0.676,0.027,2,0.658,0.909,0.367,0.957
04M102,P.S. 102 Jacques Cartier,Elementary,268,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.8,0.71,0.81,0.9,0.91,Developing,Developing,Developing,Developing,Developing,42019,,,0.131,0.295,0.134,0.804,0.116,0.672,0.071,0.31,0.556,0.041,0.5,0.724,0.909,0.356,0.957
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,K-8,577,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.76,0.69,0.68,0.76,0.88,0.82,Developing,Developing,Developing,Developing,Developing,42079,,,0.133,0.308,0.116,0.871,0.231,0.728,0.055,0.289,0.627,0.016,1,0.911,0.891,0.409,0.961
04M146,P.S. 146 Ann M. Short,Elementary,345,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,0.62,0.58,0.62,0.62,0.96,0.77,Proficient,Proficient,Proficient,Proficient,Proficient,42080,,,0.214,0.455,0.157,0.907,0.313,0.783,0.026,0.252,0.696,0.017,7.8,0.9,0.926,0.287,0.965
04M155,P.S. 155 William Paca,Elementary,323,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.77,0.76,0.76,0.83,0.86,0.85,Proficient,Developing,Proficient,Developing,Developing,42130,,,0.424,0.362,0.108,0.883,0.232,0.755,0.015,0.111,0.867,0,0.8,0.9,0.932,0.242,0.965
04M171,P.S. 171 Patrick Henry,K-8,699,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.92,0.88,0.88,0.92,0.89,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42383,,,0.029,0.222,0.006,0.748,0.116,0.572,0.05,0.259,0.637,0.039,14.9,0.735,0.939,0.197,0.992
04M182,The Bilingual Bicultural School,Elementary,352,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.83,0.82,0.83,0.88,0.89,Developing,Developing,Developing,Proficient,Developing,41990,,,0.355,0.241,0.009,0.841,0.182,0.722,0.009,0.068,0.912,0.003,0.8,0.846,0.943,0.175,0.976
04M206,P.S. 206 Jose Celso Barbosa,K-8,484,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.8,0.72,0.86,0.86,0.88,Proficient,Developing,Proficient,Proficient,Proficient,41960,,,0.138,0.399,0.068,0.824,0.161,0.669,0.039,0.258,0.61,0.062,4.8,0.605,0.935,0.222,0.969
04M224,M.S. 224 Manhattan East School for Arts & Academic,Middle,166,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.84,0.76,0.72,0.9,0.88,0.88,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42087,2.95,2.97,0.024,0.187,0.102,0.697,0.133,0.494,0.054,0.361,0.5,0.066,0.9,0.833,0.933,0.201,0.992
04M372,Esperanza Preparatory Academy,Middle,251,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.83,0.83,0.72,0.95,0.91,0.91,Developing,Developing,Proficient,Proficient,Proficient,42453,2.43,2.42,0.255,0.319,0.092,0.842,0.203,0.733,0.016,0.171,0.793,0.02,1.1,0.533,0.923,0.272,0.966
04M375,Mosaic Preparatory Academy,Elementary,271,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.8,0.73,0.7,0.77,0.89,0.75,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42087,,,0.096,0.365,0.133,0.913,0.421,0.797,0.052,0.391,0.52,0.004,8,0.656,0.919,0.329,0.971
04M377,Renaissance School of the Arts,Middle,163,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.84,0.83,0.73,0.91,0.89,0.9,Proficient,Proficient,Well Developed,Proficient,Proficient,42438,2.4,2.28,0.104,0.35,0.074,0.841,0.202,0.675,0.012,0.448,0.528,0.012,1.8,0.4,0.924,0.267,0.981
04M381,Global Neighborhood Secondary School,Middle,108,,,,,,,,0.83,0.78,0.78,0.93,0.91,0.94,Proficient,Proficient,Well Developed,Proficient,Well Developed,42046,2.25,2.17,0.204,0.361,0.009,0.886,0.278,0.796,0.037,0.287,0.62,0.056,0.9,0.813,0.894,0.402,0.99
